epoch,decoder_loss,loss,lr,signal_loss,val_decoder_loss,val_loss,val_signal_loss
0,0.33961165,0.5406788440048694,0.001,6.702233,0.2799437344074249,0.4991346150636673,7.306363105773926
1,0.29405913,0.4711733799179395,0.001,5.90381,0.23292642831802368,0.4568437486886978,7.463911056518555
2,0.27624163,0.44882272531588874,0.001,5.752701,0.2145976424217224,0.4438725560903549,7.6424970626831055
3,0.26494095,0.43477143918474515,0.001,5.6610184,0.21188516914844513,0.43991971015930176,7.601151466369629
4,0.25733867,0.4248250750700633,0.001,5.5828824,0.19275471568107605,0.42100924253463745,7.608485221862793
5,0.25133055,0.41740149026115736,0.001,5.535696,0.18824607133865356,0.41681230068206787,7.618874549865723
6,0.24623856,0.41131486997008326,0.001,5.502534,0.18543514609336853,0.4172644764184952,7.727643966674805
7,0.24172246,0.4058480832974116,0.001,5.4708514,0.17835716903209686,0.41537684202194214,7.900655746459961
8,0.23735888,0.4007557620604833,0.001,5.446563,0.17573511600494385,0.4093118906021118,7.785892486572266
9,0.23470134,0.39741585597395895,0.001,5.4238157,0.1746707260608673,0.411184698343277,7.883799076080322
10,0.23138024,0.39341728304823237,0.001,5.4012384,0.16914966702461243,0.4055321514606476,7.879416465759277
11,0.2290174,0.3906896596650283,0.001,5.389076,0.1657961755990982,0.40388627350330353,7.936336517333984
12,0.22628738,0.3873458810647329,0.001,5.3686185,0.16377755999565125,0.40202274918556213,7.941506385803223
13,0.22444674,0.38526650980114935,0.001,5.3606644,0.1666111946105957,0.4058118462562561,7.973355293273926
14,0.221962,0.3821285897493362,0.001,5.33889,0.1562938094139099,0.3973649740219116,8.03570556640625
15,0.22026196,0.3800857701400916,0.001,5.32746,0.1620921492576599,0.40254753828048706,8.015180587768555
16,0.21870156,0.3781891106069088,0.001,5.316252,0.15622088313102722,0.3974902182817459,8.042311668395996
17,0.21667981,0.3757633640865485,0.001,5.3027773,0.154474675655365,0.3960801362991333,8.053515434265137
18,0.21506548,0.3738714505732059,0.001,5.2935324,0.1545853316783905,0.39718858897686005,8.086774826049805
19,0.21364065,0.3721612012883027,0.001,5.2840223,0.1490783542394638,0.3913869112730026,8.07695198059082
20,0.21238261,0.37076935624082885,0.001,5.2795544,0.1506117731332779,0.3940182328224182,8.113548278808594
21,0.21063878,0.36860502531131106,0.001,5.265544,0.15075001120567322,0.39158105850219727,8.027701377868652
22,0.20974472,0.3674673846364021,0.001,5.257423,0.14946509897708893,0.39320987462997437,8.124826431274414
23,0.20795012,0.36543734451135,0.001,5.249572,0.15080440044403076,0.3968442529439926,8.20132827758789
24,0.20730308,0.36465161681175234,0.001,5.2449555,0.1493968665599823,0.3959054797887802,8.21695327758789
25,0.1749084,0.3280899682641029,0.000100000005,5.106052,0.10135529935359955,0.34781505167484283,8.215325355529785
26,0.17133392,0.3220565596719583,0.000100000005,5.024087,0.09865155071020126,0.34640219807624817,8.258355140686035
27,0.17093226,0.32106135492523513,0.000100000005,5.004305,0.09971387684345245,0.3480804115533829,8.278884887695312
28,0.17069758,0.32048147375384967,0.000100000005,4.9928,0.0980474129319191,0.34672336280345917,8.28919792175293
29,0.17028849,0.32006022706627846,0.000100000005,4.99239,0.099005788564682,0.3478512018918991,8.29484748840332
30,0.1696887,0.31937102576096854,0.000100000005,4.9894133,0.09873883426189423,0.34829019010066986,8.318378448486328
31,0.16938566,0.31909098049004875,0.000100000005,4.9901757,0.09797477722167969,0.3471215069293976,8.304891586303711
32,0.16902281,0.31878872017065685,0.000100000005,4.992198,0.09776812791824341,0.34781232476234436,8.334806442260742
