epoch,decoder_loss,loss,lr,signal_loss,val_decoder_loss,val_loss,val_signal_loss
0,0.72405905,2.088642362554868,0.001,4.548613,0.8160542249679565,2.053250789642334,4.123988151550293
1,0.65865725,1.7433086736996968,0.001,3.6155062,0.7596675753593445,2.0179275274276733,4.194200038909912
2,0.6298141,1.6778972268104553,0.001,3.4936092,0.6802283525466919,1.9193009734153748,4.130241394042969
3,0.6122013,1.639785687526067,0.001,3.425282,0.6752419471740723,1.9117424488067627,4.121667861938477
4,0.59952474,1.6183087609211604,0.001,3.3959472,0.6636583805084229,1.898886799812317,4.117427825927734
5,0.5870814,1.599234818816185,0.001,3.3738456,0.6708946228027344,1.890786588191986,4.0663065910339355
6,0.576539,1.5831787049770356,0.001,3.3554652,0.6414175033569336,1.873409390449524,4.106639862060547
7,0.5676577,1.5698193669319154,0.001,3.3405397,0.6124770045280457,1.8618204593658447,4.164478302001953
8,0.56014603,1.5584219672282538,0.001,3.3275883,0.5930992960929871,1.8551779985427856,4.206928730010986
9,0.552274,1.5475043416023255,0.001,3.3174355,0.5885233283042908,1.8361838459968567,4.158868312835693
10,0.5463152,1.5381566860278448,0.001,3.3061376,0.5899584293365479,1.8353544473648071,4.151319980621338
11,0.5408849,1.5298282104730605,0.001,3.2964776,0.5657517910003662,1.8300932049751282,4.214471817016602
12,0.5341602,1.5201146111885706,0.001,3.286515,0.5557533502578735,1.8213295936584473,4.218587398529053
13,0.52970797,1.5134489512443543,0.001,3.2791395,0.5525661706924438,1.8186429142951965,4.2202558517456055
14,0.5251019,1.5063195582230886,0.001,3.2707262,0.5443943738937378,1.8029492497444153,4.195182800292969
15,0.5212375,1.5008683905998865,0.001,3.2654357,0.5332773923873901,1.8073254227638245,4.246826171875
16,0.5164932,1.4938251920541128,0.001,3.2577715,0.5361366271972656,1.8162118792533875,4.266917705535889
17,0.51291984,1.48892171839873,0.001,3.2533393,0.5424363613128662,1.8175785541534424,4.250473976135254
18,0.509832,1.4837057522932688,0.001,3.2462456,0.5240162014961243,1.8168786764144897,4.30954122543335
19,0.50591713,1.4788916607697804,0.001,3.2432485,0.5190187096595764,1.7945356369018555,4.251722812652588
20,0.5033374,1.4745481789112092,0.001,3.2373679,0.5136898756027222,1.798923373222351,4.284111499786377
21,0.50018716,1.4696145806709926,0.001,3.231424,0.5028205513954163,1.7829678058624268,4.267157554626465
22,0.49785852,1.4658365680774053,0.001,3.2265933,0.5191144943237305,1.8074830770492554,4.294561862945557
23,0.49499837,1.4624741949637732,0.001,3.2249186,0.5081761479377747,1.7933120727539062,4.283785820007324
24,0.4930332,1.4589136572678885,0.001,3.219602,0.505126953125,1.7937356233596802,4.2953619956970215
25,0.49071878,1.4550690531730652,0.001,3.2144995,0.5084805488586426,1.7944214344024658,4.286469459533691
26,0.48793107,1.4512437415122985,0.001,3.2110415,0.5181494951248169,1.7967138886451721,4.261880874633789
27,0.48545954,1.447716100414594,0.001,3.2075214,0.49528807401657104,1.7653393745422363,4.233504295349121
28,0.48365474,1.4454734444618225,0.001,3.2060618,0.506328284740448,1.7850931882858276,4.26254940032959
29,0.48215702,1.4428040146827699,0.001,3.2021544,0.4847649335861206,1.775322675704956,4.301858901977539
30,0.48002446,1.4392996525764465,0.001,3.1975849,0.486061692237854,1.771641492843628,4.285265922546387
31,0.47838593,1.437326096892357,0.001,3.1964657,0.48970669507980347,1.7720211148262024,4.274381160736084
32,0.4766364,1.4344512462615966,0.001,3.192716,0.49004143476486206,1.768332600593567,4.260970592498779
33,0.47521928,1.432527583638827,0.001,3.191031,0.4849892258644104,1.7729929089546204,4.2933454513549805
34,0.4737314,1.4298899002869925,0.001,3.1871958,0.48717576265335083,1.7799463868141174,4.309235572814941
35,0.47189885,1.4273932172854742,0.001,3.1849816,0.48013484477996826,1.7614992260932922,4.271214485168457
36,0.47041306,1.4250747623046238,0.001,3.1822076,0.4857291579246521,1.7761318683624268,4.301342010498047
37,0.46945718,1.4236726890007654,0.001,3.1807187,0.4671776294708252,1.761601448059082,4.314745903015137
38,0.4292984,1.361503315170606,0.000100000005,3.10735,0.37534135580062866,1.6588304042816162,4.27829647064209
39,0.41369942,1.335566691160202,0.000100000005,3.072891,0.3641575574874878,1.6590380668640137,4.316267967224121
40,0.40748805,1.3278309160470962,0.000100000005,3.0678096,0.35958796739578247,1.665635883808136,4.353492736816406
41,0.40449938,1.3244577580690384,0.000100000005,3.0665271,0.35843271017074585,1.6676238179206848,4.363969802856445
42,0.40211916,1.3223742256561914,0.000100000005,3.0675173,0.3567463457584381,1.6694459319114685,4.375664710998535
