epoch,decoder_loss,loss,lr,signal_loss,val_decoder_loss,val_loss,val_signal_loss
0,0.37965053,0.6807570341229439,0.001,6.0221314,0.3469579219818115,0.6722354888916016,6.505551338195801
1,0.33342057,0.5965306963523229,0.001,5.2621975,0.2911260724067688,0.6225753426551819,6.6289849281311035
2,0.31459552,0.5720116730531056,0.001,5.148323,0.2609989643096924,0.5951958298683167,6.683937072753906
3,0.30196697,0.5561053955554962,0.001,5.082766,0.2555406093597412,0.5978013277053833,6.845213890075684
4,0.29277673,0.544470301369826,0.001,5.033873,0.24481791257858276,0.58531254529953,6.809892654418945
5,0.2860126,0.5364435662825903,0.001,5.0086217,0.236959308385849,0.5840634107589722,6.942081928253174
6,0.2800615,0.5292291005452474,0.001,4.983349,0.23011299967765808,0.5790620446205139,6.9789814949035645
7,0.27517486,0.523337297141552,0.001,4.963251,0.2314932942390442,0.5791516900062561,6.953167915344238
8,0.27116993,0.5184340043862661,0.001,4.9452786,0.21505647897720337,0.5646138191223145,6.991147041320801
9,0.26762083,0.5141007141768932,0.001,4.929598,0.22139805555343628,0.5676195919513702,6.924430847167969
10,0.26415312,0.5098724094033241,0.001,4.9143853,0.2111903429031372,0.5611074268817902,6.998341083526611
11,0.26052073,0.5056049830714862,0.001,4.9016848,0.20984189212322235,0.5613088011741638,7.0293378829956055
12,0.25784436,0.5021309064328671,0.001,4.8857355,0.20169463753700256,0.5551384389400482,7.068876266479492
13,0.2556948,0.49948462173342706,0.001,4.8757963,0.20023101568222046,0.5492792725563049,6.980964660644531
14,0.25280753,0.4961722416182359,0.001,4.867291,0.19484010338783264,0.5465933978557587,7.035066604614258
15,0.2510311,0.4936537182331085,0.001,4.852458,0.19916993379592896,0.5521338880062103,7.05927848815918
16,0.24891832,0.4911972147723039,0.001,4.8455815,0.19590498507022858,0.5581741034984589,7.245382308959961
17,0.246568,0.48833848362167676,0.001,4.8354135,0.18669411540031433,0.544196367263794,7.150045394897461
18,0.2446332,0.4862163959443569,0.001,4.8316627,0.19089433550834656,0.5542096495628357,7.266306400299072
19,0.24295577,0.483993494361639,0.001,4.8207555,0.18316715955734253,0.5486895143985748,7.3104472160339355
20,0.24144702,0.4822049526373545,0.001,4.815157,0.18873348832130432,0.5497289299964905,7.219909191131592
21,0.24057353,0.4809872354567051,0.001,4.808277,0.18647252023220062,0.5504045188426971,7.278639793395996
22,0.23840638,0.4782985134422779,0.001,4.797841,0.18734952807426453,0.5509374737739563,7.271758556365967
23,0.23708405,0.47678978567322094,0.001,4.794116,0.1824621856212616,0.5427782535552979,7.206321716308594
24,0.2016805,0.4346445699036121,0.000100000005,4.6592827,0.12792176008224487,0.48857054114341736,7.212975025177002
25,0.19634666,0.4258980153997739,0.000100000005,4.5910296,0.12739625573158264,0.4926067590713501,7.3042097091674805
26,0.19518982,0.42387045408288637,0.000100000005,4.57361,0.12479151040315628,0.49130377173423767,7.330245018005371
27,0.19402446,0.4225195599595706,0.000100000005,4.5699,0.12499703466892242,0.4925941824913025,7.351943016052246
28,0.19330908,0.4218496439854304,0.000100000005,4.5708137,0.12359943985939026,0.49285319447517395,7.385075092315674
29,0.19307375,0.4215733101963997,0.000100000005,4.5699887,0.12371541559696198,0.49431112408638,7.411913871765137
30,0.1925661,0.42114223872621853,0.000100000005,4.571527,0.12287860363721848,0.4954218864440918,7.450865745544434
31,0.19236484,0.42114375432332357,0.000100000005,4.5755806,0.12230902910232544,0.49626459181308746,7.479111194610596
32,0.19178827,0.42063783541321753,0.000100000005,4.576991,0.12191316485404968,0.495257705450058,7.466891288757324
33,0.19174603,0.42057231336832046,0.000100000005,4.5765266,0.12123391777276993,0.4961739480495453,7.498800277709961
34,0.19121474,0.4203141171733538,0.000100000005,4.5819864,0.12133817374706268,0.49718476831912994,7.516931533813477
35,0.18918987,0.4176739570995172,1.0000001e-05,4.569682,0.11803421378135681,0.4934411495923996,7.508138656616211
36,0.1882587,0.4164767857392629,1.0000001e-05,4.5643616,0.11671821773052216,0.49232637882232666,7.512163162231445
37,0.18784553,0.4159317102034887,1.0000001e-05,4.561727,0.11724938452243805,0.49317459762096405,7.5185041427612305
38,0.18758564,0.41549190496404964,1.0000001e-05,4.558124,0.11692297458648682,0.49297377467155457,7.5210161209106445
39,0.18766202,0.4154823664327463,1.0000001e-05,4.556411,0.11662212014198303,0.4930020123720169,7.527597427368164
40,0.18764248,0.4155003180106481,1.0000001e-05,4.5571566,0.1173458844423294,0.49337686598300934,7.5206193923950195
41,0.18740636,0.415162298331658,1.0000001e-05,4.5551147,0.11651240289211273,0.4928101450204849,7.525954246520996
42,0.1874343,0.41526865954200426,1.0000001e-05,4.5566897,0.11737312376499176,0.49369677901268005,7.526472568511963
43,0.18715005,0.41492848401268323,1.0000001e-05,4.555566,0.11837470531463623,0.4947601854801178,7.5277099609375
44,0.18755177,0.41531287496288616,1.0000001e-05,4.5552187,0.11819249391555786,0.4949713349342346,7.535576820373535
45,0.1874509,0.4152386146287123,1.0000001e-06,4.555753,0.11706914007663727,0.4934978038072586,7.528573036193848
46,0.18698972,0.4146765694518884,1.0000001e-06,4.55374,0.1167404055595398,0.4936165362596512,7.537522315979004
47,0.18677016,0.41435446227590245,1.0000001e-06,4.55169,0.11735399067401886,0.49391502141952515,7.531220436096191
48,0.18730982,0.41491044039527575,1.0000001e-06,4.5520115,0.11694358289241791,0.49338409304618835,7.528810501098633
49,0.18735316,0.41503818010290466,1.0000001e-06,4.553702,0.11559771746397018,0.4921260327100754,7.530566215515137
50,0.18719365,0.4148382313052813,1.0000001e-06,4.5528927,0.11719019711017609,0.493709996342659,7.5303955078125
51,0.18705992,0.4147869845231374,1.0000001e-06,4.554539,0.11740787327289581,0.4940176159143448,7.532195091247559
52,0.18725893,0.4149284909665585,1.0000001e-06,4.553386,0.11596164107322693,0.4923209697008133,7.527186393737793
53,0.1872357,0.4149577961862087,1.0000001e-06,4.5544415,0.11680617928504944,0.493239626288414,7.528668403625488
54,0.18668929,0.41433148190379143,1.0000001e-06,4.552838,0.11658304929733276,0.49300317466259,7.528402328491211
55,0.18711416,0.41479712158441545,1.0000001e-07,4.553657,0.11760938912630081,0.49423062801361084,7.5324249267578125
56,0.18711321,0.4148461509744326,1.0000001e-07,4.5546594,0.11631332337856293,0.49292612075805664,7.53225564956665
57,0.18687116,0.4144140010078748,1.0000001e-07,4.550852,0.11715518683195114,0.49381424486637115,7.533181190490723
58,0.18695368,0.4146176638205846,1.0000001e-07,4.5532804,0.11683685332536697,0.4933341294527054,7.529945373535156
59,0.18710494,0.41468302403887114,1.0000001e-07,4.5515623,0.11680227518081665,0.49347086250782013,7.533371448516846
60,0.18682039,0.4144674962759018,1.0000001e-07,4.552945,0.11659256368875504,0.49304303526878357,7.529009819030762
61,0.1870173,0.4145891641080379,1.0000001e-07,4.5514374,0.11701230704784393,0.4934360384941101,7.5284743309021
62,0.18690175,0.41451528534293175,1.0000001e-07,4.552269,0.11743924021720886,0.49418795108795166,7.534974098205566
63,0.18697819,0.41460744917392733,1.0000001e-07,4.552588,0.11738809943199158,0.49407120048999786,7.533661842346191
64,0.1870682,0.41470246101419134,1.0000001e-07,4.5526834,0.11539440602064133,0.4920516759157181,7.533144950866699
65,0.18700244,0.41459163775046665,1.0000001e-08,4.551785,0.1163947582244873,0.4928369075059891,7.528842926025391
66,0.18731599,0.4150180464486281,1.0000001e-08,4.554041,0.11622335761785507,0.49304091930389404,7.536351203918457
67,0.18723418,0.41486285413304963,1.0000001e-08,4.5525727,0.11643856018781662,0.49314020574092865,7.534032821655273
68,0.187189,0.41480011304219566,1.0000001e-08,4.552222,0.11684225499629974,0.49357451498508453,7.534645080566406
69,0.18705282,0.414788927535216,1.0000001e-08,4.5547204,0.11802829802036285,0.49445462226867676,7.528526306152344
70,0.18705645,0.41478308911124867,1.0000001e-08,4.5545273,0.11699233949184418,0.49363410472869873,7.532835006713867
71,0.18748628,0.415202989478906,1.0000001e-08,4.5543365,0.11678396165370941,0.4935583174228668,7.535487174987793
72,0.18727341,0.4148371860384941,1.0000001e-08,4.5512767,0.11721634119749069,0.4934643507003784,7.524959564208984
73,0.18718594,0.41475995272398,1.0000001e-08,4.5514793,0.11633338034152985,0.4929070472717285,7.531473159790039
74,0.18699089,0.41460756967465084,1.0000001e-08,4.5523343,0.11600252985954285,0.4926653504371643,7.533256530761719
