epoch,decoder_loss,loss,lr,signal_loss,val_decoder_loss,val_loss,val_signal_loss
0,3.9588845,3.9588856291770935,0.001,10.67252,3.399932861328125,3.3999329805374146,10.756375312805176
1,2.138994,2.1389940965175627,0.001,10.803305,2.2134737968444824,2.213473916053772,10.577198028564453
2,1.291148,1.291147997379303,0.001,10.941228,1.1540319919586182,1.1540319323539734,10.549478530883789
3,0.9312346,0.9312344318628312,0.001,10.969857,0.7963725924491882,0.7963725924491882,10.700790405273438
4,0.69619775,0.6961975461244583,0.001,10.988378,0.5769543647766113,0.5769543647766113,10.837411880493164
5,0.51057434,0.5105744561553002,0.001,11.00407,0.3952672481536865,0.3952672481536865,10.701040267944336
6,0.34698173,0.34698177486658094,0.001,11.0175295,0.28288567066192627,0.28288568556308746,10.649238586425781
7,0.24333815,0.24333812654018402,0.001,11.04542,0.2010609656572342,0.2010609656572342,10.544211387634277
8,0.20865363,0.20865358330309391,0.001,11.066503,0.123044952750206,0.123044952750206,10.492046356201172
9,0.17890087,0.1789008890837431,0.001,11.072958,0.09466056525707245,0.09466056898236275,10.550240516662598
10,0.16992576,0.16992576114833355,0.001,11.065644,0.08086854219436646,0.08086854219436646,10.507085800170898
11,0.15619445,0.15619440197944642,0.001,11.068792,0.07654714584350586,0.07654714584350586,10.670839309692383
12,0.15414049,0.15414052978157997,0.001,11.067282,0.0766112357378006,0.0766112394630909,10.663179397583008
13,0.15375169,0.15375166662037373,0.001,11.099425,0.07830869406461716,0.07830869406461716,10.737165451049805
14,0.15337855,0.15337851390242577,0.001,11.1088505,0.07700073719024658,0.07700073719024658,10.739755630493164
15,0.15267496,0.1526749437302351,0.001,11.1116905,0.07726269960403442,0.07726269960403442,10.784370422363281
16,0.15166488,0.15166489027440547,0.001,11.121084,0.07742241770029068,0.07742241770029068,10.761886596679688
17,0.15054706,0.15054706670343876,0.001,11.132044,0.07571965456008911,0.07571965456008911,10.746231079101562
18,0.14987303,0.1498730216920376,0.001,11.137282,0.07663850486278534,0.07663850113749504,10.686983108520508
19,0.14851736,0.14851733654737473,0.001,11.178946,0.07303851842880249,0.07303851470351219,10.790587425231934
20,0.14730874,0.14730870828032494,0.001,11.185378,0.07147903740406036,0.07147903740406036,10.77476978302002
21,0.10569811,0.10569809671491384,0.000100000005,11.205828,0.019367050379514694,0.019367050379514694,10.81849479675293
22,0.10104654,0.10104654710739851,0.000100000005,11.206251,0.019524995237588882,0.019524995237588882,10.843231201171875
23,0.10115116,0.10115114323794842,0.000100000005,11.21149,0.018972769379615784,0.01897276844829321,10.85721206665039
24,0.10124387,0.10124381966888904,0.000100000005,11.207301,0.01838035136461258,0.018380352295935154,10.844725608825684
25,0.10085879,0.10085875175893307,0.000100000005,11.219205,0.017753668129444122,0.017753669060766697,10.837640762329102
26,0.09962069,0.09962067287415266,0.000100000005,11.22562,0.01715066283941269,0.017150661908090115,10.846733093261719
27,0.100948885,0.10094888757914305,0.000100000005,11.224639,0.016737908124923706,0.01673790905624628,10.843672752380371
28,0.09996997,0.09996997769922018,0.000100000005,11.224641,0.016304273158311844,0.01630427222698927,10.826311111450195
29,0.10050759,0.10050759449601174,0.000100000005,11.221062,0.015791604295372963,0.01579160476103425,10.82358169555664
30,0.10057779,0.10057783298194409,0.000100000005,11.218087,0.015609761700034142,0.015609761234372854,10.833971977233887
31,0.10019821,0.10019816674292087,0.000100000005,11.221221,0.015061913058161736,0.015061913523823023,10.841073989868164
32,0.097496994,0.09749696996062994,1.0000001e-05,11.210069,0.012059920467436314,0.012059920467436314,10.825356483459473
33,0.09706302,0.09706302486360073,1.0000001e-05,11.2212715,0.01172848604619503,0.011728486511856318,10.829137802124023
34,0.09703283,0.09703284043818712,1.0000001e-05,11.223372,0.01162955816835165,0.01162955816835165,10.827829360961914
35,0.09626181,0.09626178696751594,1.0000001e-05,11.222804,0.011517975479364395,0.011517975479364395,10.825380325317383
36,0.09738274,0.09738272216171026,1.0000001e-05,11.228554,0.011547992005944252,0.01154799247160554,10.830080032348633
37,0.09740714,0.09740710496902466,1.0000001e-05,11.223621,0.011514939367771149,0.011514939833432436,10.82672119140625
38,0.09647366,0.09647364996373653,1.0000001e-05,11.220136,0.01149675715714693,0.01149675715714693,10.826786041259766
39,0.09695328,0.09695329543203116,1.0000001e-05,11.227045,0.011464452371001244,0.011464451905339956,10.838390350341797
40,0.096938126,0.09693814363330602,1.0000001e-05,11.21963,0.011322935111820698,0.011322935111820698,10.830682754516602
41,0.09629807,0.09629805602133273,1.0000001e-05,11.224837,0.011305969208478928,0.011305969674140215,10.828727722167969
42,0.09635403,0.09635403361171484,1.0000001e-06,11.228375,0.01117709930986166,0.01117709930986166,10.831814765930176
43,0.09665483,0.09665484521538019,1.0000001e-06,11.233548,0.011178174056112766,0.011178174056112766,10.837530136108398
44,0.096290074,0.09629007197916507,1.0000001e-06,11.224606,0.011084201745688915,0.011084201745688915,10.838128089904785
45,0.09640465,0.09640465691685676,1.0000001e-06,11.223646,0.011073068715631962,0.011073068715631962,10.830024719238281
46,0.096055344,0.09605537451803685,1.0000001e-06,11.228647,0.011069461703300476,0.011069461237639189,10.840888023376465
47,0.09603551,0.09603547673672437,1.0000001e-06,11.228118,0.011084701865911484,0.011084701865911484,10.845132827758789
48,0.09645356,0.09645356170833111,1.0000001e-06,11.237567,0.011029594577848911,0.011029594577848911,10.842049598693848
49,0.09671899,0.09671898700296878,1.0000001e-06,11.22589,0.011021722108125687,0.011021722573786974,10.845314025878906
50,0.09711101,0.09711103361099958,1.0000001e-06,11.230751,0.010984553024172783,0.010984552558511496,10.842656135559082
51,0.09645837,0.09645837377756834,1.0000001e-06,11.224784,0.011032909154891968,0.01103290868923068,10.833444595336914
52,0.09594733,0.09594732366502284,1.0000001e-07,11.22995,0.011005666106939316,0.011005665641278028,10.842546463012695
53,0.09662284,0.09662286181002855,1.0000001e-07,11.218864,0.011033478192985058,0.011033478192985058,10.838500022888184
54,0.09618705,0.09618704516440629,1.0000001e-07,11.217203,0.011036040261387825,0.011036039795726538,10.846640586853027
55,0.09706408,0.09706408198922872,1.0000001e-07,11.221333,0.010921536013484001,0.010921536013484001,10.838443756103516
56,0.096213885,0.09621390495449304,1.0000001e-07,11.230134,0.010988520458340645,0.010988520924001932,10.840967178344727
57,0.09628864,0.09628861628472805,1.0000001e-07,11.222639,0.010989845730364323,0.010989845730364323,10.838440895080566
58,0.09582493,0.09582492593675852,1.0000001e-07,11.229415,0.011011284776031971,0.011011284776031971,10.844257354736328
59,0.09591337,0.09591338131576777,1.0000001e-07,11.22707,0.011022187769412994,0.011022187769412994,10.832876205444336
60,0.09626009,0.09626008342951536,1.0000001e-07,11.225724,0.010995684191584587,0.010995684191584587,10.832727432250977
61,0.09699091,0.09699091203510761,1.0000001e-07,11.226044,0.010955782607197762,0.010955782607197762,10.835315704345703
62,0.096993096,0.09699312426149845,1.0000001e-08,11.234161,0.011024624109268188,0.011024624109268188,10.838558197021484
63,0.09624074,0.09624076325446368,1.0000001e-08,11.220918,0.01099973451346159,0.01099973451346159,10.848608016967773
64,0.09617484,0.09617481429129839,1.0000001e-08,11.234747,0.010991613380610943,0.010991613380610943,10.83749771118164
65,0.096949406,0.09694939978420734,1.0000001e-08,11.23305,0.010967564769089222,0.010967564769089222,10.84791374206543
66,0.09619488,0.09619491461664438,1.0000001e-08,11.231865,0.011011259630322456,0.011011259630322456,10.840333938598633
67,0.096794814,0.09679479371756315,1.0000001e-08,11.234978,0.010998973622918129,0.010998973622918129,10.840705871582031
68,0.09640839,0.09640837460756302,1.0000001e-08,11.2259655,0.010920586064457893,0.01092058653011918,10.846860885620117
69,0.09637966,0.09637968018651008,1.0000001e-08,11.228865,0.010993750765919685,0.010993750300258398,10.843591690063477
70,0.095719986,0.0957199889048934,1.0000001e-08,11.220865,0.010990536771714687,0.010990536771714687,10.832046508789062
71,0.09636294,0.09636291783303022,1.0000001e-08,11.227119,0.01097899954766035,0.01097899954766035,10.842910766601562
72,0.096917726,0.09691772159188985,1.0000001e-09,11.218166,0.010973317548632622,0.010973317548632622,10.830656051635742
73,0.09612277,0.09612276796251536,1.0000001e-09,11.232677,0.01103792991489172,0.01103792991489172,10.841558456420898
74,0.09581783,0.09581782449036837,1.0000001e-09,11.221991,0.011014189571142197,0.01101418910548091,10.838350296020508
75,0.096782535,0.09678255535662174,1.0000001e-09,11.237406,0.010945861227810383,0.010945861227810383,10.846431732177734
76,0.09605217,0.09605218689888716,1.0000001e-09,11.219634,0.010990958660840988,0.0109909581951797,10.842012405395508
77,0.09643173,0.09643170930445194,1.0000001e-09,11.232676,0.011019788682460785,0.011019788682460785,10.835287094116211
78,0.0965742,0.09657419726252556,1.0000001e-09,11.219845,0.010972311720252037,0.010972312185913324,10.835782051086426
